COMPANY,ADDRESS,LATITUDE,LONGITUDE,CO TPY,NOX TPY,Pb TPY,SO2 TPY,VOC TPY,PM10 TPY,PM2.5 TPY
SOUTH TEXAS GATEWAY OPERATING LLC,"SOUTH TEXAS GATEWAY OPERATING LLC,SAN PATRICIO,TEXAS,USA",28.0453815,-97.48883049999999,0.2158,0.4514,0.0,0.0136,14.7951,0.2276,0.2276
PLAINS PIPELINE LP,"PLAINS PIPELINE LP,SAN PATRICIO,TEXAS,USA",27.9544619,-97.77194190000002,0.0572,0.0653,0.0,0.0069,29.9633,0.0033,0.0033
KINDER MORGAN PRODUCTION CO LLC,"KINDER MORGAN PRODUCTION CO LLC,SCURRY,TEXAS,USA",32.5187487,-96.3808167,138.3844,117.8898,0.0,23.4628,49.191,71.2981,68.8791
PLAINS PIPELINE LP,"PLAINS PIPELINE LP,SCURRY,TEXAS,USA",32.5187487,-96.3808167,0,0,0.0,0,65.051,0,0
CITY OF SNYDER,"CITY OF SNYDER,SCURRY,TEXAS,USA",32.7178862,-100.9176184,0,0,0.0,0,4.23,0.82,0.13
SOLVAY USA INC,"SOLVAY USA INC,SCURRY,TEXAS,USA",32.7415409,-100.9012067,0.1296,0.5997,0.0,0.0395,3.0119,0.0425,0.0425
TARGA MIDSTREAM SERVICES LLC,"TARGA MIDSTREAM SERVICES LLC,SHACKELFORD,TEXAS,USA",32.8242297,-99.2785583,32.4118,12.4049,0.0,0.0622,32.429,1.2969,1.2969
MIDCOAST G & P EAST TEXAS LP,"MIDCOAST G & P EAST TEXAS LP,SHELBY,TEXAS,USA",30.0216106,-96.5983064,34.4024,49.5252,0.0,27.3118,22.063,4.7975,4.5175
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,SHERMAN,TEXAS,USA",33.6356618,-96.6088805,16.3768,123.6364,0.0,0.0239,5.767,1.7411,1.7411
DCP OPERATING COMPANY  LP,"DCP OPERATING COMPANY  LP,SHERMAN,TEXAS,USA",33.6356618,-96.6088805,9.498,7.4061,0.0,0.0392,10.0274,1.292,1.292
GREENWOOD LANDFILL TX LP,"GREENWOOD LANDFILL TX LP,SMITH,TEXAS,USA",32.372464,-95.188345,1.04,0.19,0.0,0.08,11.619,14.13,4.89
TRANE US INC,"TRANE US INC,SMITH,TEXAS,USA",32.3352505,-95.3102505,6.7689,7.4896,0.0,0.0484,29.1572,0.6123,0.6123
DELEK REFINING LTD,"DELEK REFINING LTD,SMITH,TEXAS,USA",32.3564138,-95.2797813,214.7335,542.1594,0.0024,407.4306,283.773,27.3104,7.9762
TYLER PIPE COMPANY,"TYLER PIPE COMPANY,SMITH,TEXAS,USA",32.4347648,-95.3618011,40.7467,24.3201,0.2524,17.3092,33.066,181.5786,46.4673
HOOD FLEXIBLE PACKAGING CORPORATION,"HOOD FLEXIBLE PACKAGING CORPORATION,SMITH,TEXAS,USA",32.3352505,-95.3102505,0.9035,1.0756,0.0,0.0065,60.1695,0.0056,0.0056
ASHCRAFT & SOUTHERN MARBLE CO INC,"ASHCRAFT & SOUTHERN MARBLE CO INC,SMITH,TEXAS,USA",32.3425921,-95.3500901,0,0,0.0,0,1.7805,0.1539,0
EASTMAN CHEMICAL COMPANY,"EASTMAN CHEMICAL COMPANY,SMITH,TEXAS,USA",32.3352505,-95.3102505,7.8688,4.2055,0.0,0.0239,26.1078,0.0709,0.0709
FLOWERS BAKING COMPANY OF TYLER LLC,"FLOWERS BAKING COMPANY OF TYLER LLC,SMITH,TEXAS,USA",32.3500158,-95.31402709999999,0.9548,2.0765,0.0,0.0124,86.1536,0.1707,0
RIVIERA OPERATING LLC,"RIVIERA OPERATING LLC,SMITH,TEXAS,USA",32.3352505,-95.3102505,14.68,7.34,0.0,0.0278,12.6677,0.25,0.25
MIDCOAST G & P EAST TEXAS LP,"MIDCOAST G & P EAST TEXAS LP,SMITH,TEXAS,USA",32.2344389,-95.5234289,0.0768,0.0915,0.0,0.0005,2.3372,0.0069,0.0069
ENTERPRISE HYDROCARBONS LP,"ENTERPRISE HYDROCARBONS LP,STARR,TEXAS,USA",26.656481,-98.4830412,15.0981,19.943,0.0,0.0549,11.5668,0.881,0.881
KINDER MORGAN TEJAS PIPELINE LLC,"KINDER MORGAN TEJAS PIPELINE LLC,STARR,TEXAS,USA",26.6215167,-98.7481167,9.5733,27.8572,0.0,0.0345,3.1134,1.0005,1.0005
KINDER MORGAN TEXAS PIPELINE LLC,"KINDER MORGAN TEXAS PIPELINE LLC,STARR,TEXAS,USA",26.6215167,-98.7481167,55.7598,36.9388,0.0,0.4002,36.8521,5.859,5.859
TARGA MIDSTREAM SERVICES LLC,"TARGA MIDSTREAM SERVICES LLC,STERLING,TEXAS,USA",31.9685988,-99.9018131,79.7128,127.8281,0.0,0.2815,128.6652,5.9009,5.9009
COGENT MIDSTREAM WESTEX LLC,"COGENT MIDSTREAM WESTEX LLC,STERLING,TEXAS,USA",31.78149299999999,-101.0711758,25.1,95.31,0.0,0.37,55.969,5.9,5.89
DCP OPERATING COMPANY  LP,"DCP OPERATING COMPANY  LP,SUTTON,TEXAS,USA",30.8213038,-96.52996759999999,36.7445,141.1617,0.0,0.0795,50.1229,1.5,1.5
ENTERPRISE HYDROCARBONS LP,"ENTERPRISE HYDROCARBONS LP,SUTTON,TEXAS,USA",30.5598827,-100.5296115,28.5824,53.1705,0.0,0.1468,32.9204,5.2335,5.2335
ENTERPRISE  PRODUCTS  OPERATING  LLC,"ENTERPRISE  PRODUCTS  OPERATING  LLC,SUTTON,TEXAS,USA",30.298437,-100.647217,62.5481,931.4527,0.0,0.2277,21.9774,3.8684,3.8684
ALCON LABORATORIES INC,"ALCON LABORATORIES INC,TARRANT,TEXAS,USA",32.6565287,-97.31676209999999,5.903,14.7042,0.0,0.9156,4.6979,2.6468,2.6459
OGDEN ALLIED AVIATION SERVICES,"OGDEN ALLIED AVIATION SERVICES,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,0.0822,0.3636,0.0,0.0562,18.6688,0.0389,0.0289
NUSTAR LOGISTICS LP,"NUSTAR LOGISTICS LP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,0.9411,0.4714,0.0,0,24.3147,0,0
EXPLORER PIPELINE CO,"EXPLORER PIPELINE CO,TARRANT,TEXAS,USA",32.8094978,-97.100563,0,0,0.0,0,16.0047,0,0
ASSOCIATED FIBERGLASS ENTERPRISES,"ASSOCIATED FIBERGLASS ENTERPRISES,TARRANT,TEXAS,USA",32.795451,-97.2473359,0,0,0.0,0,8.7181,1.2313,1.2313
BELL TEXTRON INC,"BELL TEXTRON INC,TARRANT,TEXAS,USA",32.77511,-97.0581131,5.4286,3.9711,0.0,0.0311,39.4624,4.294,4.294
US DEPARTMENT OF THE  NAVY,"US DEPARTMENT OF THE  NAVY,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,5.2835,6.8808,0.0,0.0518,14.5891,0.6239,0.6156
MAGELLAN PIPELINE TERMINALS LP,"MAGELLAN PIPELINE TERMINALS LP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,2.9365,1.4709,0.0,0.0037,25.1002,0,0
US VENTURE INC,"US VENTURE INC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,0.0555,0.034,0.0,0.0016,11.1857,0,0
LOCKHEED MARTIN CORPORATION,"LOCKHEED MARTIN CORPORATION,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,4.2916,11.0199,0.0,1.9518,52.1769,11.9434,11.9138
GENERAL MOTORS CORP,"GENERAL MOTORS CORP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,34.9298,50.7346,0.0,0.2175,253.6054,5.4871,5.4871
FORT DEARBORN COMPANY,"FORT DEARBORN COMPANY,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,0.09,0.11,0.0,0.001,29.7001,0.01,0.01
MOLSON COORS USA LLC,"MOLSON COORS USA LLC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,19.5502,16.7797,0.0,0.2489,36.0828,3.1432,3.1364
BALL METAL BEVERAGE CONTAINER CORP,"BALL METAL BEVERAGE CONTAINER CORP,TARRANT,TEXAS,USA",32.6245848,-97.3284939,5.6571,3.3672,0.0,0.0404,58.77,0.5349,0.515
NOURYON SURFACE CHEMISTRY LLC,"NOURYON SURFACE CHEMISTRY LLC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,8.248,4.952,0.0,0.154,16.869,10.69,10.69
SUNOCO LLC,"SUNOCO LLC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,3.8237,3.5219,0.0,0.921,27.1091,0.211,0.2108
PRINTPACK INC,"PRINTPACK INC,TARRANT,TEXAS,USA",32.7151905,-97.04268700000002,3.68,4.76,0.0,0.02,12.2188,0.336,0.136
TRINITYRAIL MAINTENANCE SERVICES INC,"TRINITYRAIL MAINTENANCE SERVICES INC,TARRANT,TEXAS,USA",32.7368964,-97.3260876,4.8061,7.7802,0.0,0.0272,13.0915,0.3062,0.3052
PARKER-HANNIFIN CORPORATION,"PARKER-HANNIFIN CORPORATION,TARRANT,TEXAS,USA",32.7355267,-97.42894059999999,0.099,0.1178,0.0,0.0007,8.1929,0.009,0.009
MOTIVA ENTERPRISES LLC,"MOTIVA ENTERPRISES LLC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,0.561,0.2355,0.0,0.0017,34.1598,0.0092,0.0092
EXGEN HANDLEY POWER LLC,"EXGEN HANDLEY POWER LLC,TARRANT,TEXAS,USA",32.73950689999999,-97.2074634,52.3842,86.812,0.0014,2.159,20.0006,27.6371,27.6371
CITY OF FORT WORTH,"CITY OF FORT WORTH,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,158.134,62.4205,0.0,2.4691,2.8193,3.1559,3.1559
FILM PAK INC,"FILM PAK INC,TARRANT,TEXAS,USA",32.5773091,-97.35971370000001,0.0146,0.0174,0.0,0.0001,17.8423,0.0013,0.0013
FOAM FABRICATORS INC,"FOAM FABRICATORS INC,TARRANT,TEXAS,USA",32.93296,-97.233031,1.4246,1.6949,0.0,0.01,7.89,0.1289,0.1289
CITY OF ARLINGTON,"CITY OF ARLINGTON,TARRANT,TEXAS,USA",32.735687,-97.10806559999999,15.9868,3.5075,0.0,0.7602,17.6016,31.0011,18.0611
BUREAU OF ENGRAVING AND PRINTING,"BUREAU OF ENGRAVING AND PRINTING,TARRANT,TEXAS,USA",32.7305209,-97.33200269999999,5.6075,4.8025,0.0,0.0378,25.5124,2.7187,2.7187
FLINT HILLS RESOURCES CORPUS CHRISTI LLC,"FLINT HILLS RESOURCES CORPUS CHRISTI LLC,TARRANT,TEXAS,USA",27.8005828,-97.39638099999999,2.245,1.124,0.0,0,36.9786,0,0
SEALED AIR CORPORATION,"SEALED AIR CORPORATION,TARRANT,TEXAS,USA",32.7284536,-97.0434889,0.808,0.96,0.0,0.0058,15.132,0.072,0.072
AMERICAN AIRLINES INC,"AMERICAN AIRLINES INC,TARRANT,TEXAS,USA",32.8251501,-97.0505676,1.1243,2.5464,0.0,0.0237,6.2671,0.4712,0.4712
GE ON WING SUPPORT INC,"GE ON WING SUPPORT INC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,0.0247,0.0016,0.0,0.0006,4.143,0,0
WASTE MANAGEMENT OF TEXAS  INC,"WASTE MANAGEMENT OF TEXAS  INC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,94.03,21.01,0.0,2.07,7.321,7.14,6.86
QUALITY FIBERGLASS INC,"QUALITY FIBERGLASS INC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,0,0,0.0,0,7.1579,0.0074,0
ROYAL BATHS MANUFACTURING COMPANY,"ROYAL BATHS MANUFACTURING COMPANY,TARRANT,TEXAS,USA",32.795902,-97.22809799999999,0,0,0.0,0,3.9944,0,0
TREND OFFSET PRINTING SERVICES INC,"TREND OFFSET PRINTING SERVICES INC,TARRANT,TEXAS,USA",32.746232,-97.04800499999999,2.589,3.082,0.0,0.018,15.3624,0.2347,0.2347
BIMBO BAKERIES USA INC,"BIMBO BAKERIES USA INC,TARRANT,TEXAS,USA",32.7496692,-97.1107409,1.2892,1.5347,0.0,0.0092,26.8294,0.2201,0.2201
MARCO DISPLAY SPECIALISTS GP LC,"MARCO DISPLAY SPECIALISTS GP LC,TARRANT,TEXAS,USA",32.7255334,-97.4432124,0,0,0.0,0,18.7309,0.036,0
ENLINK NORTH TEXAS GATHERING LP,"ENLINK NORTH TEXAS GATHERING LP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,6.184,35.5583,0.0,0.205,19.4403,3.3182,3.3182
BARNETT GATHERING LLC,"BARNETT GATHERING LLC,TARRANT,TEXAS,USA",32.7517009,-97.3305803,3.5426,10.6676,0.0,0.0501,3.7535,0.0727,0.0727
ENERGY TRANSFER FUEL LP,"ENERGY TRANSFER FUEL LP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,0.0256,0.0522,0.0,0.0002,2.3472,0.0036,0.0036
MUSKET CORPORATION,"MUSKET CORPORATION,TARRANT,TEXAS,USA",32.8339934,-97.3375387,1.3825,0.5855,0.0,0.0005,9.2017,1.4325,1.4325
TEXAS MIDSTREAM GAS SERVICES LLC,"TEXAS MIDSTREAM GAS SERVICES LLC,TARRANT,TEXAS,USA",32.5841548,-97.2259433,8.246,28.018,0.0,0.2152,6.82,2.992,2.992
SPM OIL & GAS INC,"SPM OIL & GAS INC,TARRANT,TEXAS,USA",32.7567371,-97.44812929999999,0.0926,0.2506,0.0,0.0105,1.0832,0.0257,0.0257
TEP BARNETT USA LLC,"TEP BARNETT USA LLC,TARRANT,TEXAS,USA",32.7558932,-97.3305171,1.7646,0.0208,0.0,0.0029,9.9382,0.0961,0.0961
STARRFOAM MANUFACTURING INC,"STARRFOAM MANUFACTURING INC,TARRANT,TEXAS,USA",32.9766189,-97.2792668,1.07,1.28,0.0,0.003,12.54,0.1,0.1
BLACKBEARD OPERATING LLC,"BLACKBEARD OPERATING LLC,TARRANT,TEXAS,USA",32.9535491,-97.39155199999999,11.904,12.939,0.0,0.013,8.425,0.002,0.002
WINNER LLC,"WINNER LLC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999,1.574,3.442,0.0,0.0045,0.3236,0.1224,0.1224
BRIDGESTONE BANDAG LLC,"BRIDGESTONE BANDAG LLC,TAYLOR,TEXAS,USA",30.5701906,-97.4097331,1.7739,2.1118,0.0096,0.0127,113.9657,2.3161,2.316
TIGE BOATS INC,"TIGE BOATS INC,TAYLOR,TEXAS,USA",32.4280357,-99.6795349,0,0,0.0,0,62.893,0.9345,0.858
PETROSMITH EQUIPMENT LP,"PETROSMITH EQUIPMENT LP,TAYLOR,TEXAS,USA",32.3792736,-99.83854579999999,0,0,0.0,0,12.1355,0.0062,0.0062
BROADWIND HEAVY FABRICATIONS INC,"BROADWIND HEAVY FABRICATIONS INC,TAYLOR,TEXAS,USA",30.5701906,-97.4097331,0.5365,0.6354,0.0,0.0036,61.8048,0.4145,0.4145
OCCIDENTAL PERMIAN LIMITED,"OCCIDENTAL PERMIAN LIMITED,TERRELL,TEXAS,USA",32.7359626,-96.2752569,23.071,54.932,0.0,0.1818,41.9263,3.9502,3.9502
SOUTHWEST COTTON GROWERS,"SOUTHWEST COTTON GROWERS,TERRY,TEXAS,USA",33.0494329,-102.4269341,0.24,0.29,0.0,0,0.02,3.55,0.25
NORTHERN NATURAL GAS CO,"NORTHERN NATURAL GAS CO,TERRY,TEXAS,USA",31.9685988,-99.9018131,34.777,134.7244,0.0,1.4296,1.8105,2.7766,2.7766
SOUTHWESTERN ELECTRIC POWER COMPANY,"SOUTHWESTERN ELECTRIC POWER COMPANY,TITUS,TEXAS,USA",33.2493126,-94.976654,8668.0704,3671.707,0.021,8168.801,15.83,61.8328,23.17
PLEASANT OAKS LANDFILL TX LP,"PLEASANT OAKS LANDFILL TX LP,TITUS,TEXAS,USA",33.1098899,-95.02196500000001,7.103,1.558,0.0,0.381,4.95,4.82,2.47
MERETA COOPERATIVE GIN COMPANY,"MERETA COOPERATIVE GIN COMPANY,TOM GREEN,TEXAS,USA",31.45684169999999,-100.1398452,0.16,1.17,0.0,0.02,0.04,12.52,0.86
CITY OF SAN ANGELO,"CITY OF SAN ANGELO,TOM GREEN,TEXAS,USA",31.4637723,-100.4370375,16.46,3.02,0.0,1.45,1.3896,7.39,4.7
DRAGON PRODUCTS LLC,"DRAGON PRODUCTS LLC,TOM GREEN,TEXAS,USA",31.54348929999999,-100.4949187,0.9243,1.1004,0.0,0,0.1031,0.8184,0.6732
CITY OF AUSTIN ELECTRIC UTILITY DEPARTMENT DBA AUSTIN ENERGY,"CITY OF AUSTIN ELECTRIC UTILITY DEPARTMENT DBA AUSTIN ENERGY,TRAVIS,TEXAS,USA",30.2663389,-97.75297499999999,163.6463,516.0558,0.002,3.4503,25.719,8.4537,8.4517
AUSTIN WHITE LIME COMPANY LTD,"AUSTIN WHITE LIME COMPANY LTD,TRAVIS,TEXAS,USA",30.4560207,-97.7176698,78.517,475.459,0.0,1.168,5.2509,71.3106,28.5031
TEXAS MATERIALS GROUP INC,"TEXAS MATERIALS GROUP INC,TRAVIS,TEXAS,USA",30.2097015,-97.69822719999999,8.552,1.687,0.0,0.221,6.5402,2.23,0.1882
NXP USA INC,"NXP USA INC,TRAVIS,TEXAS,USA",30.2097015,-97.69822719999999,8.7457,13.3511,0.0,0.431,28.3913,24.7543,0.6643
UNIVERSITY OF TEXAS AT AUSTIN,"UNIVERSITY OF TEXAS AT AUSTIN,TRAVIS,TEXAS,USA",30.2850284,-97.7335226,86.7374,358.3657,0.0,1.2069,3.3019,14.1263,14.1263
SPANSION LLC,"SPANSION LLC,TRAVIS,TEXAS,USA",30.21590789999999,-97.7120599,11.8341,7.2048,0.0,0.3876,7.1681,3.4815,1.1626
BFI WASTE SYSTEMS OF NORTH AMERICA INC,"BFI WASTE SYSTEMS OF NORTH AMERICA INC,TRAVIS,TEXAS,USA",30.2097015,-97.69822719999999,63.4,19.02,0.0,41.43,6.42,5.28,5.28
FLINT HILLS RESOURCES CORPUS CHRISTI LLC,"FLINT HILLS RESOURCES CORPUS CHRISTI LLC,TRAVIS,TEXAS,USA",27.8005828,-97.39638099999999,0.3,0.12,0.0,0,35.7177,0,0
WASTE MANAGEMENT OF TEXAS INC,"WASTE MANAGEMENT OF TEXAS INC,TRAVIS,TEXAS,USA",31.1354588,-97.0027678,240.07,38.96,0.0,72.04,24.0834,33.17,22.07
SAMSUNG AUSTIN SEMICONDUCTOR LLC,"SAMSUNG AUSTIN SEMICONDUCTOR LLC,TRAVIS,TEXAS,USA",30.3756106,-97.637115,132.8493,89.1174,0.0,0.9231,81.7441,2.7778,2.4183
TEXAS DISPOSAL SYSTEMS LANDFILL INC,"TEXAS DISPOSAL SYSTEMS LANDFILL INC,TRAVIS,TEXAS,USA",30.102525,-97.760277,23.1148,13.647,0.0,3.6233,66.8583,6.5526,6.5526
ETC KATY PIPELINE LTD,"ETC KATY PIPELINE LTD,TRINITY,TEXAS,USA",29.7857765,-95.8245093,0,0,0.0,0,0,0,0
EAST TEXAS ELECTRIC COOPERATIVE INC,"EAST TEXAS ELECTRIC COOPERATIVE INC,TYLER,TEXAS,USA",32.3512601,-95.30106239999999,0,0,0.0,0,0,0,0
WOODVILLE PELLETS LLC,"WOODVILLE PELLETS LLC,TYLER,TEXAS,USA",30.74225,-94.4323246,44.1764,46.2278,0.0,2.2218,534.1306,9.6977,7.3058
DELEK MARKETING-BIG SANDY LLC,"DELEK MARKETING-BIG SANDY LLC,UPSHUR,TEXAS,USA",32.58375210000001,-95.1088328,2.5453,1.0178,0.0,0,20.8494,0,0
ROBROY INDUSTRIES-TEXAS LLC,"ROBROY INDUSTRIES-TEXAS LLC,UPSHUR,TEXAS,USA",32.7155162,-94.9437394,3.696,4.421,0.0001,0.0263,32.081,0.8462,0.6388
SULPHUR RIVER GATHERING LLC,"SULPHUR RIVER GATHERING LLC,UPSHUR,TEXAS,USA",32.7099747,-94.976654,2.5816,18.2696,0.0,1.442,11.493,0.842,0.562
MIDCOAST G & P EAST TEXAS LP,"MIDCOAST G & P EAST TEXAS LP,UPSHUR,TEXAS,USA",32.7099747,-94.976654,1.6078,1.8624,0.0,0.0238,9.7787,0.994,0.714
MIDKIFF FARMERS COOPERATIVE INC,"MIDKIFF FARMERS COOPERATIVE INC,UPTON,TEXAS,USA",31.62550569999999,-101.8373442,0.43,0.51,0.0,0,0.03,8.89,0.59
WTG SOUTH PERMIAN MIDSTREAM LLC,"WTG SOUTH PERMIAN MIDSTREAM LLC,UPTON,TEXAS,USA",31.33848429999999,-101.9804613,163.31,165.97,0.0,10.3,123.7693,15.98,15.98
TARGA PIPELINE MID-CONTINENT WESTTEX LLC,"TARGA PIPELINE MID-CONTINENT WESTTEX LLC,UPTON,TEXAS,USA",31.33848429999999,-101.9804613,129.9411,60.2733,0.0,164.3385,55.0214,4.7332,4.7132
OCCIDENTAL PERMIAN LTD,"OCCIDENTAL PERMIAN LTD,UPTON,TEXAS,USA",31.2531875,-101.9448125,361.9021,351.5406,0.0,0.1808,30.6469,8.7191,8.7191
TARGA MIDSTREAM SERVICES LLC,"TARGA MIDSTREAM SERVICES LLC,UPTON,TEXAS,USA",31.9685988,-99.9018131,30.375,24.5365,0.0,0.101,20.7376,2.5372,2.5372
PLAINS PIPELINE LP,"PLAINS PIPELINE LP,UPTON,TEXAS,USA",31.33848429999999,-101.9804613,0.0384,0.0452,0.0,0.0127,63.7691,0.09,0.0024
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,UPTON,TEXAS,USA",30.0113316,-97.26415709999999,59.3971,64.9425,0.0,235.0865,20.6719,8.1444,8.1444
GULF COAST EXPRESS PIPELINE LLC,"GULF COAST EXPRESS PIPELINE LLC,UPTON,TEXAS,USA",31.9685988,-99.9018131,118.3285,46.6315,0.0,5.3366,17.4799,13.892,13.892
VICTORIA WLE LP,"VICTORIA WLE LP,VICTORIA,TEXAS,USA",28.787301,-97.009991,38.6046,68.5,0.0,2.4,12.3478,25.5595,21.1706
INV NYLON CHEMICALS AMERICAS LLC,"INV NYLON CHEMICALS AMERICAS LLC,VICTORIA,TEXAS,USA",28.8052674,-97.0035982,834.9995,2239.8165,0.0017,24.6264,352.2481,69.8561,58.2823
SAFETY RAILWAY SERVICE LP,"SAFETY RAILWAY SERVICE LP,VICTORIA,TEXAS,USA",28.8052674,-97.0035982,0,0,0.0,0,17.3128,0.0103,0.0103
SOUTH TEXAS ELECTRIC COOPERATIVE INC,"SOUTH TEXAS ELECTRIC COOPERATIVE INC,VICTORIA,TEXAS,USA",28.8476819,-96.9979007,10.0671,18.9898,0.0,0.3874,2.32,5.2462,3.487
TENNESSEE GAS PIPELINE COMPANY LLC,"TENNESSEE GAS PIPELINE COMPANY LLC,VICTORIA,TEXAS,USA",28.8052674,-97.0035982,53.5902,149.6788,0.0,0.2023,29.6491,16.5603,16.5603
DIAMOND FIBERGLASS FABRICATORS INC,"DIAMOND FIBERGLASS FABRICATORS INC,VICTORIA,TEXAS,USA",28.7735708,-97.0955715,0,0,0.0,0,20.7888,0.0268,0.0268
NATURAL GAS PIPELINE CO OF AMERICA LLC,"NATURAL GAS PIPELINE CO OF AMERICA LLC,VICTORIA,TEXAS,USA",28.8052674,-97.0035982,2.1875,1.1513,0.0,0,2.4078,0.0005,0.0005
EQUISTAR CHEMICALS LP,"EQUISTAR CHEMICALS LP,VICTORIA,TEXAS,USA",28.8052674,-97.0035982,61.9464,12.3544,0.0,0.2237,98.3036,1.6304,0.591
REPUBLIC WASTE SERVICES OF TEXAS LTD,"REPUBLIC WASTE SERVICES OF TEXAS LTD,VICTORIA,TEXAS,USA",28.8052674,-97.0035982,0.03,0.01,0.0,0.002,9.0041,5.842,2.622
CATERPILLAR INC,"CATERPILLAR INC,VICTORIA,TEXAS,USA",28.8190901,-96.9370089,0.7329,0.9616,0.0,0.0296,8.6333,0.2062,0.2062
VICTORIA PORT POWER LLC,"VICTORIA PORT POWER LLC,VICTORIA,TEXAS,USA",28.6971473,-96.961592,18.1,8.4,0.0,0.09,3,2.51,2.51
VICTORIA CITY POWER LLC,"VICTORIA CITY POWER LLC,VICTORIA,TEXAS,USA",28.8052674,-97.0035982,27.8,5,0.0,1.43,3.08,2.78,2.78
PERFORMANCE MATERIALS NA INC,"PERFORMANCE MATERIALS NA INC,VICTORIA,TEXAS,USA",28.8052674,-97.0035982,57.86,250.4236,0.0,0.0486,61.7124,12.4676,12.4568
GARDNER GLASS PRODUCTS INC,"GARDNER GLASS PRODUCTS INC,WALKER,TEXAS,USA",31.9685988,-99.9018131,0.204,0.296,0.0,0.0014,7.467,0.029,0
KINDER MORGAN TEXAS PIPELINE LLC,"KINDER MORGAN TEXAS PIPELINE LLC,WALLER,TEXAS,USA",30.0566085,-95.9268986,41.1184,47.3286,0.0,1.6927,2.7196,3.2873,3.2873
DCP OPERATING COMPANY LP,"DCP OPERATING COMPANY LP,WALLER,TEXAS,USA",30.0566085,-95.9268986,18.2653,3.685,0.0,0.0733,9.5264,2.4299,2.4299
TRIANGLE THREE RESOURCES LLC,"TRIANGLE THREE RESOURCES LLC,WALLER,TEXAS,USA",30.0566085,-95.9268986,0,0,0.0,0,0.0668,0,0
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,WARD,TEXAS,USA",32.4643062,-97.0275053,71.7213,85.4625,0.0,0.6513,29.4057,5.4162,5.4162
LUMINANT GENERATION COMPANY LLC,"LUMINANT GENERATION COMPANY LLC,WARD,TEXAS,USA",31.5395559,-103.1279039,50.2096,660.8604,0.0,3.2137,6.9345,31.0021,31.0018
TARGA MIDSTREAM  SERVICES LLC,"TARGA MIDSTREAM  SERVICES LLC,WARD,TEXAS,USA",31.6156193,-102.9976581,31.6464,21.4822,0.0,157.6812,8.905,0.7077,0.7077
TARGA MIDSTREAM SERVICES  LLC,"TARGA MIDSTREAM SERVICES  LLC,WARD,TEXAS,USA",31.6156193,-102.9976581,3.8428,44.0029,0.0,2.9706,62.6046,2.622,2.622
TARGA MIDSTREAM SERVICES LLC,"TARGA MIDSTREAM SERVICES LLC,WARD,TEXAS,USA",31.6156193,-102.9976581,3.321,21.56,0.0,0.049,32.3409,0.836,0.836
DELAWARE BASIN JV GATHERING LLC,"DELAWARE BASIN JV GATHERING LLC,WARD,TEXAS,USA",31.5395559,-103.1279039,17.7268,95.4172,0.0,0.696,81.4332,1.8703,1.8124
HALCON OPERATING CO INC,"HALCON OPERATING CO INC,WARD,TEXAS,USA",31.5395559,-103.1279039,56.8454,43.4808,0.0,8.7057,76.5328,1.7511,1.6626
AMP TEXAS PIPELINES LLC,"AMP TEXAS PIPELINES LLC,WASHINGTON,TEXAS,USA",30.2352956,-96.365157,91.6937,85.1791,0.0,36.6388,49.2164,5.6075,5.6075
LAREDO LLC,"LAREDO LLC,WEBB,TEXAS,USA",27.5035613,-99.5075519,2.24,4.06,0.0,0.21,1.0556,2.09,2.09
ENTERPRISE HYDROCARBONS LP,"ENTERPRISE HYDROCARBONS LP,WEBB,TEXAS,USA",27.941319,-98.8711378,185.2255,21.7688,0.0,15.3484,26.8415,0.0065,0.0065
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,WEBB,TEXAS,USA",27.7925109,-99.4228149,40.1521,35.4324,0.0,0.8056,7.1553,1.5632,1.5632
CITY OF LAREDO,"CITY OF LAREDO,WEBB,TEXAS,USA",27.5035613,-99.5075519,40.4877,7.7603,0.0,2.3087,12.9546,16.0227,10.5003
